ID,Image,NameJP,NameEN,Gender,Role,Position,Element,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Age Group,School Year
1657,https://dxi4wb638ujep.cloudfront.net/1/k/b/_/b_iusxoil68.png,Nemuko Ina,Jane Ledbelly,Female,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1658,https://dxi4wb638ujep.cloudfront.net/1/k/q/x/qxt1_ooyiju.png,Miei Kamizuru,Dory O'Bonn,Female,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1659,https://dxi4wb638ujep.cloudfront.net/1/k/e/_/e_i4lph7pl0.png,Sonoko Tetsukita,Selma Heaver,Female,Player,GK,Wind,84,92,86,97,101,104,92,Middle School,Grade 8
1660,https://dxi4wb638ujep.cloudfront.net/1/k/1/x/1x5ziwhbewc.png,Beniha Kuramochi,Kath Leaflin,Female,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 7
1661,https://dxi4wb638ujep.cloudfront.net/1/k/v/4/v4asbtyjx2s.png,Miki Shigyo,Marg Shuttle,Female,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1662,https://dxi4wb638ujep.cloudfront.net/1/k/k/q/kqrn2suzcfe.png,Masafumi Takatsu,Duke Scrubine,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 7
1663,https://dxi4wb638ujep.cloudfront.net/1/k/m/x/mxsrylgfzde.png,Tomonori Tadokoro,Waylon Tripp,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 8
1664,https://dxi4wb638ujep.cloudfront.net/1/k/x/z/xzdw10gl0ws.png,Gunji Tsuno,Jim Bunner,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1665,https://dxi4wb638ujep.cloudfront.net/1/k/3/2/32-fmpvtbqc.png,Shinzaburo Terashita,Jon Izumo,Male,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 8
1666,https://dxi4wb638ujep.cloudfront.net/1/k/g/e/gepklwzxsj0.png,Takahito Torugawa,Del Brighton,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 8
1667,https://dxi4wb638ujep.cloudfront.net/1/k/y/0/y0w86bw1lcc.png,Kaname Towa,Haden Safe,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
1668,https://dxi4wb638ujep.cloudfront.net/1/k/d/c/dcbdxkwpmv0.png,Hirofumi Nanbu,Lisle Plotter,Male,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
1669,https://dxi4wb638ujep.cloudfront.net/1/k/_/i/_ixm0hlfn8e.png,Meari Hazuki,Fen Skates,Female,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1670,https://dxi4wb638ujep.cloudfront.net/1/k/o/k/okmtzed_kps.png,Tokika Hamana,Rhoda Dough,Female,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1671,https://dxi4wb638ujep.cloudfront.net/1/k/u/l/ulfykd23_vc.png,Shigeaki Hisamoto,Neil Seating,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1672,https://dxi4wb638ujep.cloudfront.net/1/k/f/n/fn05n8qnsc0.png,Otomi Fukudome,Flo Nighting,Female,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1673,https://dxi4wb638ujep.cloudfront.net/1/k/d/s/dszljlchxa0.png,Merii Mise,Elinor Maven,Female,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1674,https://dxi4wb638ujep.cloudfront.net/1/k/s/e/secekakb6pc.png,Koan Ranbashi,Kay Gateley,Female,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1675,https://dxi4wb638ujep.cloudfront.net/1/k/m/r/mrhx3hrtpjs.png,Etsuo Adachi,Dexter Caise,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
1676,https://dxi4wb638ujep.cloudfront.net/1/k/9/d/9dqqa43pi6e.png,Koine Arisawa,Serena Besse,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 7
1677,https://dxi4wb638ujep.cloudfront.net/1/k/j/p/jpvir10lffs.png,Kazushi Owaki,Adrian Heartly,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1678,https://dxi4wb638ujep.cloudfront.net/1/k/4/b/4bepgksxo2e.png,Chisen Muso,Cary Fearless,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 7
1679,https://dxi4wb638ujep.cloudfront.net/1/k/w/p/wpfkclb4jak.png,Fumimune Rendai,Wally Waymire,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
1680,https://dxi4wb638ujep.cloudfront.net/1/k/n/b/nb0fx09ckpm.png,Akihito Byakko,Ted Autumn,Male,Player,GK,Wind,85,93,88,95,103,109,94,Middle School,Grade 8
1681,https://dxi4wb638ujep.cloudfront.net/1/k/h/u/huxwipikrj8.png,Kenshiro Katsuramoto,Boomer Smolen,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1682,https://dxi4wb638ujep.cloudfront.net/1/k/2/g/2gmrpwuw86u.png,Tomoki Kimishima,Hank Ershef,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
1683,https://dxi4wb638ujep.cloudfront.net/1/k/0/n/0nhnhp8c58u.png,Kiyoshi Kunigami,Tim Opener,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1685,https://dxi4wb638ujep.cloudfront.net/1/k/l/g/lgzzftvuhvm.png,Sonoka Seike,Beth Doodle,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
1686,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uic4ysjumck.png,Hideo Daita,Lamar Bonesteel,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 8
1687,https://dxi4wb638ujep.cloudfront.net/1/k/g/i/gi9gdfk2rjm.png,Yukichi Takegami,Dom Round,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 8
1688,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkmbugsmgqk.png,Sadao Takeba,Chip Stocks,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 8
1689,https://dxi4wb638ujep.cloudfront.net/1/k/f/i/fidkapg55fm.png,Akinami Danno,Blake Nailor,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
1690,https://dxi4wb638ujep.cloudfront.net/1/k/u/k/ukyrtwgdu2k.png,Tokisa Dogaki,Dotty Hickman,Female,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
1691,https://dxi4wb638ujep.cloudfront.net/1/k/o/l/olre-lvlhwu.png,Yu Nagakura,Wright Tandem,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
1692,https://dxi4wb638ujep.cloudfront.net/1/k/_/n/_ng_t0zxml8.png,Kazushi Nimura,Shaun Bonnie,Male,Player,DF,Mountain,82,85,83,102,106,87,118,Middle School,Grade 7
1693,https://dxi4wb638ujep.cloudfront.net/1/k/9/s/9snj9thdjj8.png,Morimichi Hiramoto,Andrew Hooper,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 8
1694,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mewcqshnkqu.png,Noemi Fukuhara,Toya Boyde,Female,Player,DF,Fire,86,88,91,97,102,88,111,Middle School,Grade 7
1695,https://dxi4wb638ujep.cloudfront.net/1/k/s/r/sr13dpyvrwk.png,Moemi Futase,Taryn Shyder,Female,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
1696,https://dxi4wb638ujep.cloudfront.net/1/k/d/d/ddewuwuv8dm.png,Hoshimi Hana,Jasmin Trier,Female,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1697,https://dxi4wb638ujep.cloudfront.net/1/k/p/p/pp7of9x3b8k.png,Kazuya Yokochi,Dave Lung,Male,Player,GK,Wind,84,92,86,97,101,104,92,Middle School,Grade 8
1698,https://dxi4wb638ujep.cloudfront.net/1/k/y/b/ybkvycxn2pm.png,Masahiro Akasora,Teal Redsky,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1699,https://dxi4wb638ujep.cloudfront.net/1/k/2/p/2priod4exjs.png,Tadaki Midorigi,Truman Verdy,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 8
1700,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hbgdf8e-6qe.png,Kosei Aoumi,Chance Cerulean,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1701,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nud2whr2pw0.png,Ai Momokawa,Amy Peach,Female,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1702,https://dxi4wb638ujep.cloudfront.net/1/k/w/g/wgyx7enmidc.png,Zenzo Kiiike,Virgil Amber,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1703,https://dxi4wb638ujep.cloudfront.net/1/k/u/n/un1lvhfgnfc.png,Keiichiro Waki,Grant Stodgell,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1704,https://dxi4wb638ujep.cloudfront.net/1/k/l/p/lpeq445ak20.png,Shigeru Akeyama,Payne Outler,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1705,https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgnfrlms_we.png,Tomio Kawanari,Malcolm Shirker,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1706,https://dxi4wb638ujep.cloudfront.net/1/k/0/i/0iw-gaqosls.png,Honami Takase,Hanna Slack,Female,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1707,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aipm3xpk1ae.png,Katsuhiro Arama,Dom Poppy,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1708,https://dxi4wb638ujep.cloudfront.net/1/k/x/k/xkyhaopwyps.png,Yoshiho Taguchi,Portia Maricle,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 7
1709,https://dxi4wb638ujep.cloudfront.net/1/k/b/o/bon1gorcmck.png,Moto Taneda,Susan Doiley,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
1710,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qm8urx34lxm.png,Yuho Tsuya,Hannah Breer,Female,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 7
1711,https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjfh4kcw-r8.png,Osamu Tojo,Phil Seebold,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 8
1712,https://dxi4wb638ujep.cloudfront.net/1/k/7/h/7huav1kktiu.png,Akari Tsutsui,Bobbie Tomey,Female,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1713,https://dxi4wb638ujep.cloudfront.net/1/k/5/a/5apc7s2mwku.png,Etsuro Tokunaga,Randolph Lords,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1714,https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioy9wtqc7x8.png,Koki Fukao,Robin Traylor,Male,Player,MF,Fire,100,109,105,87,88,81,97,Middle School,Grade 8
1715,https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh7ifoluo3m.png,Kazuho Matsutani,Fawn Blossom,Female,Player,DF,Mountain,82,85,83,102,106,87,118,Middle School,Grade 8
1716,https://dxi4wb638ujep.cloudfront.net/1/k/z/v/zvkpoxdujek.png,Saeri Hosomi,Isabell Mish,Female,Player,MF,Forest,97,112,113,83,81,81,100,Middle School,Grade 8
1717,https://dxi4wb638ujep.cloudfront.net/1/k/t/f/tf1xz8ame7m.png,Kunio Yamaryu,Rudy Stemper,Male,Player,MF,Forest,97,112,113,83,81,81,100,Middle School,Grade 8
1718,https://dxi4wb638ujep.cloudfront.net/1/k/c/t/cteq0dm2pik.png,Takae Hamanatsu,Betty Evenson,Female,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 8
1719,https://dxi4wb638ujep.cloudfront.net/1/k/y/f/yffducv_ike.png,Tadao Abeshima,Harpo Kendrick,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
1720,https://dxi4wb638ujep.cloudfront.net/1/k/d/t/dtu8d9jflxs.png,Yozo Katsutake,Colin Glower,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1721,https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcnjqg8nq3c.png,Eikichi Oshio,Tailor Wilden,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
1722,https://dxi4wb638ujep.cloudfront.net/1/k/s/q/sq8o9fa39e0.png,Hiroki Sasayama,Sim Cebus,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
1723,https://dxi4wb638ujep.cloudfront.net/1/k/q/l/ql70tgib4c0.png,Seigo Taiga,Sam Banks,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1724,https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjkv-5uhvxc.png,Tatsuhiko Tanno,Frank Homey,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 7
1725,https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmpgtkbpgrs.png,Shigekuni Nobayashi,Gregg Deremer,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 8
1726,https://dxi4wb638ujep.cloudfront.net/1/k/w/k/wkybab9tnie.png,Haruki Seiryu,Verne Spring,Male,Player,MF,Fire,101,109,107,88,89,81,97,Middle School,Grade 7
1727,,Tadami Motoki,Bryan Klamm,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1728,https://dxi4wb638ujep.cloudfront.net/1/k/1/m/1mw4cpylhue.png,Masaki Wakaizumi,Colt Youngstein,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1729,https://dxi4wb638ujep.cloudfront.net/1/k/d/j/djjzkiqiwlk.png,Sumiya Udo,Will Kilmon,Male,Player,MF,Forest,97,112,113,83,81,81,100,Middle School,Grade 8
1730,https://dxi4wb638ujep.cloudfront.net/1/k/s/l/slssndmyd4m.png,Tina Ashimine,Milly Vacey,Female,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1731,https://dxi4wb638ujep.cloudfront.net/1/k/9/m/9magz_fafru.png,Shuichi Senkoji,Gary Primo,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1732,https://dxi4wb638ujep.cloudfront.net/1/k/_/t/_tha3mnsatu.png,Ryuji Komeiji,Bobby Duo,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 7
1733,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/of27azrwte8.png,Sankuro Fuanji,Stan Treece,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
1734,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqvojeeey-m.png,Yotsuha Izudera,Lillie Quattro,Female,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1735,https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fckvk74k1nk.png,Gorozo Buraiji,Eddy Pentaris,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1736,https://dxi4wb638ujep.cloudfront.net/1/k/r/o/rob3v27gsym.png,Genji Kameno,Candice Mell,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
1737,https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aaqw4jd8_bk.png,Gotetsu Gao,Alex Dauger,Male,Player,DF,Mountain,82,85,83,102,106,87,118,Middle School,Grade 7
1738,https://dxi4wb638ujep.cloudfront.net/1/k/0/o/0oxbiiu1ete.png,Yasuhisa Koro,Joe Divide,Male,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
1739,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/faa6p3ypzes.png,Asao Shibarei,Sam Willing,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1740,https://dxi4wb638ujep.cloudfront.net/1/k/l/v/lvjpcqhhg-c.png,Mariko Guin,Mary Antoine,Female,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
1741,https://dxi4wb638ujep.cloudfront.net/1/k/u/h/uhsuxvh9rn0.png,Osamu Kuni,Edward Baron,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1742,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmvyfmzrul0.png,Mitsuru Shirokane,Tim Platton,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 7
1743,https://dxi4wb638ujep.cloudfront.net/1/k/n/o/noktyzvrd4c.png,Tanji Zaiho,Argento Salvage,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 8
1744,https://dxi4wb638ujep.cloudfront.net/1/k/h/h/hhhmhugj2ys.png,Kinsuke Ogo,Finn Geld,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1745,https://dxi4wb638ujep.cloudfront.net/1/k/2/j/2j2hmrgzbre.png,Giichi Unamoto,Ian Moray,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1746,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjjf9cf78us.png,Kuro Hiradome,Gil Holden,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1747,https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zl4-qjjbrne.png,Minori Atsuda,Doyle Palmer,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 7
1748,https://dxi4wb638ujep.cloudfront.net/1/k/9/j/9j31-qj0uys.png,Mika Kumosaka,Audry Orange,Female,Player,MF,Fire,100,109,105,87,88,81,97,Middle School,Grade 8
1749,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mlgutvvodbe.png,Ringo Ao,May Apple,Female,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 8
1750,https://dxi4wb638ujep.cloudfront.net/1/k/s/k/sklhaiag2h0.png,Tae Shirobe,Ginny White,Female,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
1751,https://dxi4wb638ujep.cloudfront.net/1/k/d/m/dmuat388bsc.png,Kurobee Sakurajima,Angus Hogg,Male,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 8
1752,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufi9uriqzn0.png,Juri Kageki,Sabrina Carow,Female,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1753,https://dxi4wb638ujep.cloudfront.net/1/k/o/q/oqbi9m9ighe.png,Masao Yasukoku,Bob Beelzy,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 7
1754,https://dxi4wb638ujep.cloudfront.net/1/k/_/c/_cwpqzbyr0s.png,Soichi Tomi,Patt Howell,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1755,https://dxi4wb638ujep.cloudfront.net/1/k/l/o/lopxh-y6mle.png,Ichiro Oi,Ol Factory,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
1756,https://dxi4wb638ujep.cloudfront.net/1/k/6/a/6a-qmb-ah4s.png,Yo Kabutenji,Tom Skipper,Male,Player,FW,Wind,119,113,102,85,81,81,90,Middle School,Grade 8
1757,https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jek9yrxs6wu.png,Ru Fuai,Colin Binder,Male,Player,MF,Fire,97,113,114,85,81,81,101,Middle School,Grade 7
1758,https://dxi4wb638ujep.cloudfront.net/1/k/p/r/prpih2eap2k.png,Chohaku Kaku,Larry Pogue,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1759,https://dxi4wb638ujep.cloudfront.net/1/k/y/d/ydypmjigifm.png,Oze Kadotsuka,Rob Cardson,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 8
1760,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aif1iqwmndm.png,Nahito Sekiya,Ken Mayfield,Male,Player,DF,Forest,87,90,92,99,103,89,112,Adult,-
1761,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkuupvw2kwk.png,Tsubasa Shoryu,Casey Leather,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1762,https://dxi4wb638ujep.cloudfront.net/1/k/l/l/llnhcyj-_qu.png,Hayato Kamimaru,Ethan Swallow,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1763,https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6n8axnfesj8.png,Daruma Akasaka,Bob Daruma,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 8
1764,https://dxi4wb638ujep.cloudfront.net/1/k/o/n/ondyaagm1cu.png,Ichimonji Kurosaki,Mitch Blackston,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
1765,https://dxi4wb638ujep.cloudfront.net/1/k/f/t/fttcduuqeuc.png,In Chikita,In Chikita,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
1769,https://dxi4wb638ujep.cloudfront.net/1/k/v/u/vu_2_98zume.png,Toramaru Utsunomiya,Austin Hobbes,Male,Player,FW,Forest,119,114,104,85,84,84,92,Elementary,-
1770,https://dxi4wb638ujep.cloudfront.net/1/k/p/7/p7cdsgjrbs0.png,Seiya Tobitaka,Archer Hawkins,Male,Player,DF,Wind,87,91,92,99,104,89,112,Middle School,Grade 8
1771,https://dxi4wb638ujep.cloudfront.net/1/k/8/y/8yq-vg9hzzc.png,Hiroto Kiyama,Xavier Foster,Male,Player,FW,Fire,121,115,105,88,85,85,93,Middle School,Grade 8
1772,https://dxi4wb638ujep.cloudfront.net/1/k/t/1/t14qrku1rke.png,Ryuji Midorikawa,Jordan Greenway,Male,Player,MF,Forest,103,111,108,90,90,83,99,Middle School,Grade 8
1773,https://dxi4wb638ujep.cloudfront.net/1/k/n/a/nabfc5b9eq0.png,Akio Fudo,Caleb Stonewall,Male,Player,MF,Fire,104,112,109,91,92,85,100,Middle School,Grade 8
1774,https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwxwy2_pw90.png,Michiya Kudo,Percival Travis,Male,Manager,MF,Forest,99,114,114,85,84,84,103,Adult,-
1775,https://dxi4wb638ujep.cloudfront.net/1/k/o/3/o32tnwlthge.png,Fuyuka Kudo,Camellia Travis,Female,Coordinator,DF,Forest,84,87,85,104,107,89,119,Middle School,Grade 8
1776,https://dxi4wb638ujep.cloudfront.net/1/k/-/t/-ttibfvr2fc.png,Kazuto Megane,Isaac Glass,Male,Player,FW,Forest,119,113,102,85,81,81,90,Middle School,Grade 8
1777,https://dxi4wb638ujep.cloudfront.net/1/k/p/u/purwl1flw1m.png,Gene Baker,Gene Whalon,Male,Player,GK,Wind,85,93,88,95,103,109,94,Middle School,Grade 9
1778,https://dxi4wb638ujep.cloudfront.net/1/k/v/7/v7ifyoqtfv8.png,David Waterman,David Waterman,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1779,https://dxi4wb638ujep.cloudfront.net/1/k/e/t/et5k1xmxomu.png,Shine Beach,Sonny Shore,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 7
1780,https://dxi4wb638ujep.cloudfront.net/1/k/c/y/cy-4boe7tgu.png,Karmei Kohler,Kjell Snapper,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1781,https://dxi4wb638ujep.cloudfront.net/1/k/t/a/tapz2x4bat8.png,Clark Kane,Ken Crackham,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
1782,https://dxi4wb638ujep.cloudfront.net/1/k/n/1/n1sslsnj1zm.png,Shuri Princeton,Shawn Princeton,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1783,https://dxi4wb638ujep.cloudfront.net/1/k/8/d/8ddnitrzyak.png,Matt Angle,Matt Fischer,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1784,https://dxi4wb638ujep.cloudfront.net/1/k/i/3/i3iv5eor__m.png,Surf Wyndhas,Hank Tennyson,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
1785,https://dxi4wb638ujep.cloudfront.net/1/k/5/f/5ft0uhorsmk.png,Niece Dolphin,Dolph Hensen,Male,Player,MF,Wind,101,109,107,88,89,81,97,Middle School,Grade 9
1786,https://dxi4wb638ujep.cloudfront.net/1/k/x/3/x3i5oghizge.png,Reef Hamilton,Hamilton Reith,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
1787,https://dxi4wb638ujep.cloudfront.net/1/k/m/f/mf5yjfhyets.png,Joe Jones,Joe Dawes,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 9
1788,https://dxi4wb638ujep.cloudfront.net/1/k/g/w/gwatwcuqrzc.png,Quincy Horst,Quincy Horace,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
1789,https://dxi4wb638ujep.cloudfront.net/1/k/3/y/3yrmd9yqga0.png,Holly Summers,Holly Summers,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
1790,https://dxi4wb638ujep.cloudfront.net/1/k/1/5/15sqzkggdg0.png,Clive Scissors,Derek Rabson,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 9
1791,https://dxi4wb638ujep.cloudfront.net/1/k/e/r/erdxebg8u1c.png,Barack Daniels,Barack Daniels,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
1792,https://dxi4wb638ujep.cloudfront.net/1/k/k/-/k--engz0bvs.png,Bruce Merlin,Bruce Marlin,Male,Player,FW,Mountain,111,108,98,87,85,80,96,Middle School,Grade 8
1793,https://dxi4wb638ujep.cloudfront.net/1/k/8/w/8w28mu4bix0.png,Robert Kleiser,Robert Kleiser,Male,Manager,FW,Fire,118,112,102,83,81,81,89,Adult,-
1794,https://dxi4wb638ujep.cloudfront.net/1/k/d/c/dcmsyxlmqkc.png,Nasir Mustafa,Nasir Mustafa,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 8
1795,https://dxi4wb638ujep.cloudfront.net/1/k/9/t/9tfzhsqulqs.png,Fal Farooq,Faraz Farooq,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 9
1796,https://dxi4wb638ujep.cloudfront.net/1/k/m/f/mf04mt2uize.png,Bilal Kalil,Bilal Kalil,Male,Player,DF,Forest,87,90,92,99,103,89,112,Middle School,Grade 9
1798,https://dxi4wb638ujep.cloudfront.net/1/k/o/k/okzkikk4nfe.png,Jamel Jamadu,Jamila Wali,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 8
1799,https://dxi4wb638ujep.cloudfront.net/1/k/_/m/_mcfp1ccgss.png,Musa Sylla,Musa Sylla,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 9
1800,https://dxi4wb638ujep.cloudfront.net/1/k/f/j/fjhwco3kvmc.png,Yusuf Muhadi,Yusuf Massoud,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
